,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9,Sensor 10,Sensor 11,Sensor 12
271,2023-02-11 21:15:35.512784,"(10.800000190734863, 54.30000305175781, 71.8740005493164)","(0.9000000357627869, 67.35000610351562, 91.47599792480469)","(24.450000762939453, 37.20000076293945, 74.29399871826172)","(10.350000381469727, 44.10000228881836, 69.4540023803711)","(-10.050000190734863, 76.35000610351562, 61.46799850463867)","(16.650001525878906, 41.70000076293945, 67.76000213623047)","(-9.300000190734863, 55.650001525878906, 44.77000045776367)","(22.05000114440918, 97.50000762939453, 81.31199645996094)","(18.0, 80.25, 80.10199737548828)","(-42.60000228881836, 48.30000305175781, 17.18199920654297)","(-30.600000381469727, -1.350000023841858, 4.113999843597412)","(-38.85000228881836, 16.5, 11.857999801635742)"
272,2023-02-11 21:15:35.557275,"(14.550000190734863, 56.400001525878906, 73.32599639892578)","(3.9000000953674316, 69.45000457763672, 90.99199676513672)","(26.55000114440918, 41.400001525878906, 70.18000030517578)","(10.200000762939453, 48.60000228881836, 67.2760009765625)","(-7.500000476837158, 78.60000610351562, 60.01599884033203)","(20.25, 44.25, 67.2760009765625)","(-3.750000238418579, 59.10000228881836, 41.13999938964844)","(24.600000381469727, 100.50000762939453, 78.6500015258789)","(23.100000381469727, 82.35000610351562, 78.6500015258789)","(-39.30000305175781, 52.95000076293945, 15.48799991607666)","(-28.950000762939453, 6.300000190734863, 4.840000152587891)","(-34.650001525878906, 20.25, 12.100000381469727)"
273,2023-02-11 21:15:35.602163,"(16.05000114440918, 59.10000228881836, 70.66400146484375)","(10.350000381469727, 72.30000305175781, 88.5719985961914)","(31.650001525878906, 43.650001525878906, 75.0199966430664)","(15.600000381469727, 49.95000076293945, 66.79199981689453)","(-1.8000000715255737, 81.60000610351562, 63.40399932861328)","(24.30000114440918, 47.400001525878906, 65.58200073242188)","(-2.1000001430511475, 64.35000610351562, 40.89799880981445)","(25.80000114440918, 103.80000305175781, 80.34400177001953)","(25.650001525878906, 82.6500015258789, 75.98799896240234)","(-35.25, 54.750003814697266, 16.214000701904297)","(-20.700000762939453, 8.25, -1.4520000219345093)","(-30.750001907348633, 22.80000114440918, 9.92199993133545)"
274,2023-02-11 21:15:35.647049,"(19.80000114440918, 59.70000076293945, 71.14800262451172)","(13.500000953674316, 75.30000305175781, 88.5719985961914)","(33.900001525878906, 46.5, 73.08399963378906)","(20.700000762939453, 49.650001525878906, 64.12999725341797)","(-0.30000001192092896, 83.4000015258789, 58.805999755859375)","(28.05000114440918, 49.05000305175781, 66.30799865722656)","(1.6500000953674316, 64.5, 43.560001373291016)","(31.350000381469727, 105.75000762939453, 77.197998046875)","(27.750001907348633, 88.05000305175781, 76.47200012207031)","(-31.500001907348633, 58.500003814697266, 10.406000137329102)","(-17.100000381469727, 11.25, 3.871999979019165)","(-24.900001525878906, 25.05000114440918, 12.100000381469727)"
275,2023-02-11 21:15:35.692680,"(23.55000114440918, 60.900001525878906, 71.63199615478516)","(19.5, 77.4000015258789, 88.08799743652344)","(40.5, 45.75, 71.8740005493164)","(19.80000114440918, 52.650001525878906, 63.88800048828125)","(3.3000001907348633, 85.05000305175781, 61.709999084472656)","(30.900001525878906, 49.80000305175781, 64.85600280761719)","(6.450000286102295, 66.1500015258789, 39.20399856567383)","(35.25, 104.25000762939453, 78.89199829101562)","(33.45000076293945, 87.9000015258789, 74.53600311279297)","(-24.900001525878906, 58.80000305175781, 11.616000175476074)","(-12.600000381469727, 13.050000190734863, -1.694000005722046)","(-21.30000114440918, 27.000001907348633, 10.163999557495117)"
276,2023-02-11 21:15:35.693920,"(26.55000114440918, 61.650001525878906, 70.90599822998047)","(21.450000762939453, 76.80000305175781, 90.75)","(41.25, 46.05000305175781, 71.8740005493164)","(24.0, 55.35000228881836, 66.06600189208984)","(7.800000190734863, 85.6500015258789, 62.43600082397461)","(33.75, 51.000003814697266, 65.58200073242188)","(7.650000095367432, 66.0, 40.172000885009766)","(36.0, 104.85000610351562, 80.8280029296875)","(35.70000076293945, 88.5, 78.89199829101562)","(-22.350000381469727, 61.20000076293945, 11.857999801635742)","(-10.200000762939453, 11.100000381469727, 0.48399999737739563)","(-16.200000762939453, 27.600000381469727, 12.342000007629395)"
277,2023-02-11 21:15:35.737399,"(29.100000381469727, 63.150001525878906, 69.93799591064453)","(22.200000762939453, 75.75, 87.36199951171875)","(43.05000305175781, 47.10000228881836, 68.97000122070312)","(26.250001907348633, 51.900001525878906, 65.8239974975586)","(7.500000476837158, 88.05000305175781, 63.40399932861328)","(35.25, 50.400001525878906, 66.79199981689453)","(9.600000381469727, 67.6500015258789, 40.172000885009766)","(38.70000076293945, 105.60000610351562, 78.16600036621094)","(38.25, 88.5, 75.26200103759766)","(-19.5, 62.55000305175781, 15.003999710083008)","(-7.650000095367432, 12.600000381469727, 3.1459999084472656)","(-14.40000057220459, 27.450000762939453, 11.131999969482422)"
278,2023-02-11 21:15:35.782455,"(29.55000114440918, 62.55000305175781, 72.35800170898438)","(23.25, 75.30000305175781, 89.05599975585938)","(45.150001525878906, 46.35000228881836, 69.4540023803711)","(28.350000381469727, 52.95000076293945, 67.2760009765625)","(10.5, 85.6500015258789, 62.43600082397461)","(37.20000076293945, 51.750003814697266, 67.2760009765625)","(14.550000190734863, 66.75, 38.961997985839844)","(43.20000076293945, 106.95000457763672, 81.31199645996094)","(38.70000076293945, 90.0, 78.6500015258789)","(-21.150001525878906, 63.30000305175781, 15.972000122070312)","(-6.300000190734863, 16.200000762939453, 2.9040000438690186)","(-12.90000057220459, 28.650001525878906, 11.857999801635742)"
279,2023-02-11 21:15:35.827640,"(30.450000762939453, 62.10000228881836, 74.052001953125)","(24.600000381469727, 77.85000610351562, 90.26599884033203)","(45.0, 49.95000076293945, 71.14800262451172)","(28.650001525878906, 53.70000076293945, 69.4540023803711)","(9.15000057220459, 86.70000457763672, 61.95199966430664)","(38.70000076293945, 51.000003814697266, 68.48600006103516)","(14.850000381469727, 65.4000015258789, 41.86600112915039)","(42.150001525878906, 105.1500015258789, 80.34400177001953)","(38.70000076293945, 89.70000457763672, 78.89199829101562)","(-15.450000762939453, 63.150001525878906, 17.18199920654297)","(-4.5, 14.100000381469727, 3.388000011444092)","(-10.800000190734863, 28.650001525878906, 13.309999465942383)"
280,2023-02-11 21:15:35.872578,"(30.450000762939453, 62.400001525878906, 72.5999984741211)","(26.700000762939453, 79.95000457763672, 90.26599884033203)","(44.85000228881836, 44.70000076293945, 71.38999938964844)","(29.850000381469727, 55.05000305175781, 67.2760009765625)","(12.450000762939453, 85.95000457763672, 62.678001403808594)","(39.45000076293945, 50.85000228881836, 68.72799682617188)","(15.15000057220459, 65.55000305175781, 40.89799880981445)","(43.20000076293945, 105.75000762939453, 79.61799621582031)","(39.900001525878906, 88.5, 81.06999969482422)","(-16.05000114440918, 62.70000076293945, 18.392000198364258)","(-3.1500000953674316, 15.90000057220459, 4.5980000495910645)","(-10.350000381469727, 27.750001907348633, 14.277999877929688)"
281,2023-02-11 21:15:35.917254,"(32.10000228881836, 63.750003814697266, 75.26200103759766)","(24.150001525878906, 76.05000305175781, 88.81400299072266)","(48.45000076293945, 46.05000305175781, 74.53600311279297)","(28.650001525878906, 51.750003814697266, 68.00199890136719)","(13.350000381469727, 87.30000305175781, 61.46799850463867)","(38.85000228881836, 49.80000305175781, 68.97000122070312)","(17.700000762939453, 69.0, 47.67399978637695)","(42.75, 105.75000762939453, 81.06999969482422)","(39.900001525878906, 88.20000457763672, 78.40799713134766)","(-14.100000381469727, 63.30000305175781, 17.90799903869629)","(-2.700000047683716, 12.750000953674316, 4.840000152587891)","(-10.050000190734863, 26.850000381469727, 16.214000701904297)"
282,2023-02-11 21:15:35.962484,"(31.350000381469727, 61.650001525878906, 75.50399780273438)","(23.850000381469727, 76.6500015258789, 91.95999908447266)","(49.35000228881836, 48.900001525878906, 69.93799591064453)","(31.80000114440918, 55.35000228881836, 71.63199615478516)","(14.40000057220459, 85.6500015258789, 62.678001403808594)","(40.80000305175781, 50.70000076293945, 69.93799591064453)","(14.850000381469727, 65.70000457763672, 44.52799987792969)","(45.900001525878906, 106.35000610351562, 81.31199645996094)","(40.5, 88.6500015258789, 80.10199737548828)","(-16.350000381469727, 60.30000305175781, 22.506000518798828)","(-1.9500000476837158, 13.350000381469727, 5.808000087738037)","(-10.200000762939453, 27.600000381469727, 16.940000534057617)"
283,2023-02-11 21:15:36.007251,"(33.150001525878906, 62.55000305175781, 75.74600219726562)","(27.450000762939453, 76.6500015258789, 93.65399932861328)","(48.30000305175781, 47.10000228881836, 78.16600036621094)","(32.25, 55.95000076293945, 70.66400146484375)","(13.200000762939453, 86.85000610351562, 67.03399658203125)","(40.35000228881836, 51.000003814697266, 71.38999938964844)","(18.30000114440918, 65.10000610351562, 45.97999954223633)","(44.25, 107.4000015258789, 84.45800018310547)","(41.85000228881836, 91.5, 78.6500015258789)","(-14.550000190734863, 60.000003814697266, 20.56999969482422)","(1.2000000476837158, 14.250000953674316, 7.501999855041504)","(-7.350000381469727, 27.30000114440918, 18.149999618530273)"
284,2023-02-11 21:15:36.097088,"(33.150001525878906, 61.80000305175781, 74.77799987792969)","(28.05000114440918, 77.10000610351562, 93.89599609375)","(48.60000228881836, 48.60000228881836, 75.74600219726562)","(31.80000114440918, 53.250003814697266, 68.48600006103516)","(13.500000953674316, 85.35000610351562, 66.30799865722656)","(41.400001525878906, 49.650001525878906, 71.38999938964844)","(20.100000381469727, 64.80000305175781, 43.31800079345703)","(46.05000305175781, 105.75000762939453, 82.03800201416016)","(43.80000305175781, 86.70000457763672, 80.58599853515625)","(-12.90000057220459, 59.70000076293945, 21.780000686645508)","(-0.15000000596046448, 14.550000190734863, 9.92199993133545)","(-8.25, 26.850000381469727, 17.423999786376953)"
285,2023-02-11 21:15:36.099178,"(33.0, 61.80000305175781, 75.26200103759766)","(26.850000381469727, 75.30000305175781, 94.62200164794922)","(48.150001525878906, 46.20000076293945, 76.95600128173828)","(32.70000076293945, 52.650001525878906, 70.66400146484375)","(14.250000953674316, 84.30000305175781, 68.48600006103516)","(40.35000228881836, 50.55000305175781, 71.38999938964844)","(20.400001525878906, 66.0, 46.4640007019043)","(45.900001525878906, 104.10000610351562, 84.69999694824219)","(39.30000305175781, 89.4000015258789, 78.16600036621094)","(-15.90000057220459, 60.150001525878906, 23.23200035095215)","(0.30000001192092896, 13.050000190734863, 3.871999979019165)","(-7.800000190734863, 27.000001907348633, 17.423999786376953)"
286,2023-02-11 21:15:36.100706,"(31.650001525878906, 63.150001525878906, 74.77799987792969)","(27.450000762939453, 75.1500015258789, 92.20199584960938)","(48.30000305175781, 45.45000076293945, 79.3759994506836)","(32.55000305175781, 53.10000228881836, 69.21199798583984)","(13.200000762939453, 86.4000015258789, 67.51799774169922)","(40.05000305175781, 50.70000076293945, 71.38999938964844)","(16.950000762939453, 66.75, 48.400001525878906)","(44.25, 106.50000762939453, 83.24800109863281)","(41.85000228881836, 88.80000305175781, 81.31199645996094)","(-15.15000057220459, 60.900001525878906, 21.053998947143555)","(-1.8000000715255737, 14.550000190734863, 8.227999687194824)","(-7.800000190734863, 26.400001525878906, 17.90799903869629)"
287,2023-02-11 21:15:36.142442,"(29.850000381469727, 61.20000076293945, 75.0199966430664)","(24.900001525878906, 75.60000610351562, 94.37999725341797)","(46.05000305175781, 46.35000228881836, 75.50399780273438)","(32.400001525878906, 52.500003814697266, 69.4540023803711)","(13.050000190734863, 84.30000305175781, 69.4540023803711)","(38.70000076293945, 50.10000228881836, 70.90599822998047)","(16.650001525878906, 66.0, 44.2859992980957)","(44.70000076293945, 104.25000762939453, 84.94200134277344)","(40.35000228881836, 89.70000457763672, 78.40799713134766)","(-15.000000953674316, 60.000003814697266, 22.506000518798828)","(0.0, 13.800000190734863, 9.437999725341797)","(-9.600000381469727, 26.400001525878906, 16.697999954223633)"
288,2023-02-11 21:15:36.187366,"(29.55000114440918, 61.20000076293945, 76.47200012207031)","(22.950000762939453, 76.80000305175781, 92.20199584960938)","(45.30000305175781, 45.75, 74.052001953125)","(30.000001907348633, 53.10000228881836, 73.32599639892578)","(10.050000190734863, 84.75, 67.03399658203125)","(36.60000228881836, 49.500003814697266, 70.18000030517578)","(13.500000953674316, 66.45000457763672, 44.52799987792969)","(40.35000228881836, 106.50000762939453, 82.52200317382812)","(39.75, 89.85000610351562, 79.13400268554688)","(-18.75, 62.250003814697266, 22.263999938964844)","(-4.5, 13.950000762939453, 7.986000061035156)","(-11.700000762939453, 25.80000114440918, 16.45599937438965)"
289,2023-02-11 21:15:36.232376,"(28.350000381469727, 60.45000076293945, 73.08399963378906)","(21.450000762939453, 75.0, 90.99199676513672)","(44.70000076293945, 44.55000305175781, 76.2300033569336)","(26.700000762939453, 52.20000076293945, 71.14800262451172)","(10.350000381469727, 83.4000015258789, 66.30799865722656)","(35.25, 49.500003814697266, 68.97000122070312)","(13.350000381469727, 64.35000610351562, 46.70600128173828)","(40.20000076293945, 105.30000305175781, 85.66799926757812)","(38.55000305175781, 88.05000305175781, 79.3759994506836)","(-20.400001525878906, 58.650001525878906, 17.90799903869629)","(-6.600000381469727, 13.500000953674316, 6.050000190734863)","(-14.250000953674316, 25.650001525878906, 14.03600025177002)"
290,2023-02-11 21:15:36.277726,"(26.100000381469727, 60.60000228881836, 72.84200286865234)","(23.100000381469727, 77.70000457763672, 91.71800231933594)","(40.5, 47.70000076293945, 75.74600219726562)","(26.100000381469727, 52.95000076293945, 68.72799682617188)","(6.900000095367432, 86.55000305175781, 65.0979995727539)","(33.75, 50.10000228881836, 68.00199890136719)","(12.750000953674316, 65.55000305175781, 42.59199905395508)","(38.70000076293945, 103.20000457763672, 82.76399993896484)","(35.85000228881836, 88.35000610351562, 78.16600036621094)","(-20.25, 61.95000076293945, 16.697999954223633)","(-8.25, 11.850000381469727, 1.694000005722046)","(-17.700000762939453, 26.850000381469727, 12.342000007629395)"
291,2023-02-11 21:15:36.334653,"(23.700000762939453, 60.900001525878906, 71.8740005493164)","(18.600000381469727, 74.85000610351562, 89.54000091552734)","(38.25, 44.25, 75.0199966430664)","(24.30000114440918, 50.10000228881836, 66.55000305175781)","(5.700000286102295, 85.80000305175781, 63.645999908447266)","(31.500001907348633, 49.20000076293945, 65.0979995727539)","(9.450000762939453, 67.6500015258789, 42.83399963378906)","(35.70000076293945, 105.00000762939453, 79.3759994506836)","(31.80000114440918, 88.95000457763672, 78.16600036621094)","(-24.150001525878906, 59.10000228881836, 15.003999710083008)","(-11.850000381469727, 11.550000190734863, 4.5980000495910645)","(-19.05000114440918, 26.400001525878906, 11.131999969482422)"
292,2023-02-11 21:15:36.367207,"(22.350000381469727, 59.10000228881836, 69.93799591064453)","(16.05000114440918, 75.75, 84.94200134277344)","(36.75, 45.45000076293945, 70.90599822998047)","(19.650001525878906, 51.900001525878906, 65.0979995727539)","(2.1000001430511475, 85.20000457763672, 59.77399826049805)","(29.100000381469727, 48.150001525878906, 64.61399841308594)","(6.450000286102295, 64.95000457763672, 43.07600021362305)","(34.650001525878906, 105.60000610351562, 75.50399780273438)","(30.750001907348633, 86.55000305175781, 73.32599639892578)","(-27.600000381469727, 59.10000228881836, 14.03600025177002)","(-13.350000381469727, 12.600000381469727, 0.0)","(-21.900001525878906, 24.450000762939453, 8.470000267028809)"
293,2023-02-11 21:15:36.412619,"(19.950000762939453, 59.10000228881836, 68.48600006103516)","(14.550000190734863, 73.5, 87.84600067138672)","(34.5, 43.5, 68.97000122070312)","(19.350000381469727, 52.35000228881836, 65.0979995727539)","(1.8000000715255737, 84.0, 63.40399932861328)","(27.150001525878906, 47.55000305175781, 62.91999816894531)","(-0.6000000238418579, 65.10000610351562, 37.0260009765625)","(33.150001525878906, 103.80000305175781, 76.71399688720703)","(29.850000381469727, 84.75, 73.80999755859375)","(-31.05000114440918, 59.250003814697266, 11.37399959564209)","(-15.90000057220459, 9.75, -2.4200000762939453)","(-26.100000381469727, 23.850000381469727, 8.227999687194824)"
294,2023-02-11 21:15:36.457208,"(18.150001525878906, 58.80000305175781, 66.30799865722656)","(11.25, 75.60000610351562, 83.24800109863281)","(31.200000762939453, 45.150001525878906, 68.48600006103516)","(15.750000953674316, 50.400001525878906, 64.12999725341797)","(-1.5, 81.45000457763672, 58.07999801635742)","(24.750001907348633, 45.75, 60.742000579833984)","(2.4000000953674316, 61.650001525878906, 35.332000732421875)","(27.450000762939453, 103.05000305175781, 72.11599731445312)","(27.000001907348633, 84.30000305175781, 70.4219970703125)","(-33.45000076293945, 54.900001525878906, 6.533999919891357)","(-20.55000114440918, 9.15000057220459, -5.323999881744385)","(-28.950000762939453, 21.75, 4.113999843597412)"
295,2023-02-11 21:15:36.502586,"(13.800000190734863, 56.10000228881836, 65.0979995727539)","(6.900000095367432, 70.5, 86.63600158691406)","(30.600000381469727, 41.10000228881836, 66.06600189208984)","(15.15000057220459, 47.25, 60.257999420166016)","(-6.300000190734863, 82.80000305175781, 56.869998931884766)","(21.0, 44.400001525878906, 58.805999755859375)","(-1.8000000715255737, 60.60000228881836, 34.60599899291992)","(26.55000114440918, 101.55000305175781, 71.8740005493164)","(23.400001525878906, 83.25, 68.24400329589844)","(-37.35000228881836, 53.400001525878906, 6.291999816894531)","(-27.000001907348633, 6.150000095367432, -8.711999893188477)","(-33.0, 19.350000381469727, 0.48399999737739563)"
296,2023-02-11 21:15:36.504175,"(11.850000381469727, 54.30000305175781, 62.91999816894531)","(4.950000286102295, 68.4000015258789, 80.58599853515625)","(28.350000381469727, 41.25, 65.58200073242188)","(10.950000762939453, 45.900001525878906, 58.07999801635742)","(-8.25, 77.85000610351562, 54.45000076293945)","(18.600000381469727, 41.85000228881836, 58.321998596191406)","(-6.150000095367432, 59.85000228881836, 30.25)","(25.80000114440918, 96.45000457763672, 69.21199798583984)","(20.25, 80.10000610351562, 68.24400329589844)","(-41.25, 50.55000305175781, 6.291999816894531)","(-29.55000114440918, 1.9500000476837158, -11.857999801635742)","(-36.75, 17.400001525878906, 1.2100000381469727)"
297,2023-02-11 21:15:36.547029,"(10.350000381469727, 52.80000305175781, 63.1619987487793)","(1.0500000715255737, 67.5, 80.34400177001953)","(26.400001525878906, 38.85000228881836, 62.194000244140625)","(8.700000762939453, 43.95000076293945, 55.17599868774414)","(-10.950000762939453, 75.75, 55.17599868774414)","(17.25, 40.5, 56.14400100708008)","(-10.350000381469727, 55.80000305175781, 30.97599983215332)","(25.500001907348633, 94.5, 68.72799682617188)","(19.650001525878906, 81.1500015258789, 66.55000305175781)","(-43.650001525878906, 46.05000305175781, 4.113999843597412)","(-31.950000762939453, 3.1500000953674316, -12.826000213623047)","(-39.45000076293945, 14.250000953674316, -2.4200000762939453)"
298,2023-02-11 21:15:36.592051,"(9.15000057220459, 49.95000076293945, 61.709999084472656)","(1.2000000476837158, 66.0, 78.40799713134766)","(25.500001907348633, 35.25, 65.0979995727539)","(6.150000095367432, 42.60000228881836, 54.20800018310547)","(-12.600000381469727, 75.0, 54.933998107910156)","(15.300000190734863, 39.75, 56.62799835205078)","(-10.200000762939453, 52.80000305175781, 32.18600082397461)","(20.55000114440918, 93.1500015258789, 71.38999938964844)","(18.600000381469727, 75.75, 66.06600189208984)","(-46.05000305175781, 46.05000305175781, 0.7260000109672546)","(-33.0, -0.6000000238418579, -13.552000045776367)","(-41.400001525878906, 10.5, -1.9359999895095825)"
299,2023-02-11 21:15:36.637281,"(6.750000476837158, 49.20000076293945, 63.40399932861328)","(0.30000001192092896, 61.650001525878906, 78.40799713134766)","(20.100000381469727, 33.900001525878906, 62.678001403808594)","(4.650000095367432, 41.70000076293945, 55.65999984741211)","(-11.700000762939453, 71.4000015258789, 52.513999938964844)","(14.100000381469727, 37.5, 56.869998931884766)","(-12.750000953674316, 52.80000305175781, 28.79800033569336)","(21.0, 93.0, 67.2760009765625)","(14.40000057220459, 75.60000610351562, 64.37200164794922)","(-47.85000228881836, 44.25, -1.4520000219345093)","(-33.75, -3.0, -7.259999752044678)","(-42.75, 10.200000762939453, -3.629999876022339)"
300,2023-02-11 21:15:36.682502,"(6.750000476837158, 47.10000228881836, 62.678001403808594)","(0.30000001192092896, 60.30000305175781, 80.8280029296875)","(20.55000114440918, 32.55000305175781, 65.8239974975586)","(3.0, 40.5, 56.62799835205078)","(-11.25, 71.4000015258789, 53.481998443603516)","(12.90000057220459, 35.55000305175781, 57.354000091552734)","(-13.350000381469727, 51.150001525878906, 29.52400016784668)","(17.100000381469727, 91.5, 69.93799591064453)","(12.90000057220459, 73.20000457763672, 69.4540023803711)","(-48.750003814697266, 43.05000305175781, 0.9679999947547913)","(-36.45000076293945, -5.100000381469727, -10.890000343322754)","(-44.70000076293945, 7.500000476837158, -0.7260000109672546)"
301,2023-02-11 21:15:36.727198,"(6.750000476837158, 46.95000076293945, 61.95199966430664)","(-1.8000000715255737, 61.650001525878906, 79.86000061035156)","(18.450000762939453, 32.70000076293945, 62.43600082397461)","(4.5, 38.85000228881836, 58.805999755859375)","(-14.850000381469727, 67.95000457763672, 52.27199935913086)","(11.850000381469727, 33.45000076293945, 57.8380012512207)","(-14.100000381469727, 48.60000228881836, 32.18600082397461)","(17.100000381469727, 87.9000015258789, 70.90599822998047)","(15.450000762939453, 71.4000015258789, 69.4540023803711)","(-52.20000076293945, 40.650001525878906, 2.4200000762939453)","(-38.25, -7.050000190734863, -9.437999725341797)","(-45.60000228881836, 5.400000095367432, 0.24199999868869781)"
302,2023-02-11 21:15:36.772342,"(4.800000190734863, 44.70000076293945, 62.678001403808594)","(-3.1500000953674316, 60.150001525878906, 83.48999786376953)","(17.850000381469727, 30.600000381469727, 64.37200164794922)","(4.350000381469727, 37.650001525878906, 59.77399826049805)","(-15.15000057220459, 67.35000610351562, 54.20800018310547)","(11.850000381469727, 32.10000228881836, 58.805999755859375)","(-12.90000057220459, 45.60000228881836, 30.492000579833984)","(15.300000190734863, 87.60000610351562, 68.97000122070312)","(11.100000381469727, 68.55000305175781, 69.69599914550781)","(-53.250003814697266, 34.5, 7.259999752044678)","(-39.45000076293945, -9.0, -6.533999919891357)","(-48.30000305175781, 2.8500001430511475, 0.7260000109672546)"
303,2023-02-11 21:15:36.817151,"(2.8500001430511475, 43.80000305175781, 64.37200164794922)","(-1.5, 57.750003814697266, 81.55400085449219)","(17.850000381469727, 27.900001525878906, 64.61399841308594)","(3.450000047683716, 34.80000305175781, 60.98400115966797)","(-17.700000762939453, 65.25, 57.8380012512207)","(10.350000381469727, 30.600000381469727, 59.53200149536133)","(-16.200000762939453, 43.05000305175781, 31.218000411987305)","(14.100000381469727, 87.0, 73.56800079345703)","(11.40000057220459, 67.80000305175781, 68.24400329589844)","(-52.650001525878906, 36.60000228881836, 6.050000190734863)","(-42.150001525878906, -10.950000762939453, -10.64799976348877)","(-48.0, 0.75, 1.9359999895095825)"
304,2023-02-11 21:15:36.862244,"(3.3000001907348633, 41.85000228881836, 66.79199981689453)","(-4.950000286102295, 53.70000076293945, 84.69999694824219)","(17.55000114440918, 26.100000381469727, 65.58200073242188)","(1.6500000953674316, 32.85000228881836, 60.257999420166016)","(-17.25, 66.45000457763672, 56.14400100708008)","(8.25, 29.700000762939453, 61.46799850463867)","(-18.450000762939453, 40.650001525878906, 34.847999572753906)","(12.300000190734863, 85.20000457763672, 73.80999755859375)","(10.950000762939453, 66.60000610351562, 70.18000030517578)","(-55.500003814697266, 32.85000228881836, 5.808000087738037)","(-43.20000076293945, -14.100000381469727, -4.5980000495910645)","(-50.10000228881836, -1.6500000953674316, 4.113999843597412)"
305,2023-02-11 21:15:36.863892,"(1.8000000715255737, 40.650001525878906, 66.30799865722656)","(-6.0, 53.85000228881836, 86.63600158691406)","(15.750000953674316, 25.80000114440918, 68.24400329589844)","(0.6000000238418579, 32.10000228881836, 62.91999816894531)","(-18.150001525878906, 64.5, 56.62799835205078)","(9.600000381469727, 28.650001525878906, 63.1619987487793)","(-19.05000114440918, 39.75, 36.784000396728516)","(11.100000381469727, 82.6500015258789, 73.56800079345703)","(11.700000762939453, 68.25, 74.77799987792969)","(-53.70000076293945, 31.200000762939453, 7.259999752044678)","(-43.35000228881836, -13.950000762939453, 0.0)","(-49.80000305175781, -3.450000047683716, 7.501999855041504)"
306,2023-02-11 21:15:36.907372,"(1.8000000715255737, 41.55000305175781, 70.18000030517578)","(-5.25, 52.95000076293945, 85.90999603271484)","(16.200000762939453, 27.000001907348633, 70.4219970703125)","(0.30000001192092896, 30.450000762939453, 66.55000305175781)","(-16.950000762939453, 63.45000076293945, 61.46799850463867)","(8.550000190734863, 28.500001907348633, 64.37200164794922)","(-15.90000057220459, 41.10000228881836, 41.624000549316406)","(13.050000190734863, 82.20000457763672, 77.44000244140625)","(10.800000190734863, 66.9000015258789, 73.32599639892578)","(-56.55000305175781, 30.900001525878906, 11.37399959564209)","(-42.60000228881836, -15.90000057220459, -3.1459999084472656)","(-51.45000076293945, -3.1500000953674316, 10.406000137329102)"
307,2023-02-11 21:15:36.952207,"(2.25, 40.05000305175781, 70.66400146484375)","(-6.0, 54.30000305175781, 89.05599975585938)","(16.650001525878906, 25.650001525878906, 71.8740005493164)","(1.0500000715255737, 33.150001525878906, 67.03399658203125)","(-18.450000762939453, 62.55000305175781, 60.5)","(8.850000381469727, 28.650001525878906, 67.2760009765625)","(-18.150001525878906, 40.05000305175781, 40.89799880981445)","(16.05000114440918, 84.60000610351562, 75.98799896240234)","(10.800000190734863, 65.55000305175781, 78.40799713134766)","(-57.900001525878906, 30.30000114440918, 16.45599937438965)","(-43.80000305175781, -15.90000057220459, 0.24199999868869781)","(-50.400001525878906, -1.9500000476837158, 12.100000381469727)"
308,2023-02-11 21:15:37.000674,"(3.0, 41.25, 72.11599731445312)","(-5.400000095367432, 54.900001525878906, 91.71800231933594)","(19.200000762939453, 24.750001907348633, 71.8740005493164)","(0.30000001192092896, 30.900001525878906, 67.2760009765625)","(-16.80000114440918, 63.900001525878906, 65.8239974975586)","(9.15000057220459, 30.450000762939453, 68.97000122070312)","(-19.350000381469727, 40.95000076293945, 42.83399963378906)","(14.100000381469727, 86.10000610351562, 80.8280029296875)","(8.850000381469727, 67.6500015258789, 77.92399597167969)","(-55.650001525878906, 33.30000305175781, 17.666000366210938)","(-41.70000076293945, -12.450000762939453, -2.4200000762939453)","(-50.55000305175781, 0.0, 12.826000213623047)"
309,2023-02-11 21:15:37.042202,"(3.1500000953674316, 43.95000076293945, 73.32599639892578)","(-3.3000001907348633, 57.45000076293945, 91.71800231933594)","(18.900001525878906, 27.750001907348633, 76.95600128173828)","(1.9500000476837158, 34.05000305175781, 66.55000305175781)","(-15.300000190734863, 66.45000457763672, 63.1619987487793)","(11.850000381469727, 32.85000228881836, 68.97000122070312)","(-17.700000762939453, 43.35000228881836, 41.86600112915039)","(12.300000190734863, 87.60000610351562, 80.58599853515625)","(10.950000762939453, 69.30000305175781, 83.48999786376953)","(-55.650001525878906, 36.60000228881836, 16.697999954223633)","(-40.5, -10.65000057220459, 5.565999984741211)","(-49.35000228881836, 2.5500001907348633, 16.940000534057617)"
